date,Heurelocale,Température,Humidité,Windchill,Vent,Pression,Précip.
15/1/2007,2,4.1,89,2,8,1032.1,0
15/1/2007,3,4.0,89,1.9,8,1031.8,0
15/1/2007,4,3.3,90,1.4,7,1031.4,0
15/1/2007,5,3.2,90,1,8,1030.9,0
15/1/2007,6,2.3,90,1.5,4,1030.6,0
15/1/2007,7,2.8,90,0.5,8,1030.3,0
15/1/2007,8,2.8,90,0.5,8,1029.8,0
15/1/2007,9,3.1,89,0.9,8,1029.6,0
15/1/2007,10,3.9,87,2.1,7,1029.6,0
15/1/2007,11,4.8,84,2.2,11,1029.4,0
15/1/2007,12,5.8,79,3.4,11,1028.4,0
15/1/2007,13,N/A,N/A,N/A,N/A,N/A
15/1/2007,14,8.5,74,7.2,8,1026.4,0
15/1/2007,15,8.3,77,6.9,8,1025.7,0
15/1/2007,16,8.4,78,8.2,4,1025.4,0
15/1/2007,17,8.0,83,6.6,8,1024.9,0
15/1/2007,18,7.8,84,6.4,8,1024.8,0
15/1/2007,19,8.3,84,6.9,8,1024.7,0
15/1/2007,20,8.3,84,6.3,11,1024.5,0
15/1/2007,21,8.3,84,6.3,11,1024.4,0
15/1/2007,22,8.5,83,6.6,11,1024.1,0
15/1/2007,23,8.3,84,6.9,8,1024.2,0
16/1/2007,0,8.3,83,6.9,8,1024.0,0
16/1/2007,1,8.2,84,6.8,8,1023.9,0
16/1/2007,2,8.1,87,6.7,8,1023.9,0
16/1/2007,3,7.7,87,7.5,4,1023.7,0
16/1/2007,4,7.4,88,7.1,4,1023.3,0
16/1/2007,5,7.0,90,6.7,4,1022.8,0
16/1/2007,6,7.1,88,5.5,8,1022.6,0
16/1/2007,7,6.8,87,5.2,8,1022.7,0
16/1/2007,8,6.3,87,4.6,8,1022.9,0
16/1/2007,9,6.6,84,5,8,1022.7,0
16/1/2007,10,6.3,83,3.3,15,1022.7,0
16/1/2007,11,6.3,81,4,11,1022.6,0
16/1/2007,12,6.7,81,4.4,11,1022.4,0
16/1/2007,13,7.2,80,5,11,1021.6,0
16/1/2007,14,7.8,80,5.1,15,1020.9,0
16/1/2007,15,8.3,81,6.3,11,1020.0,0
16/1/2007,16,8.9,81,7.1,11,1020,0
16/1/2007,17,9.3,83,8.1,8,1019.6,0
16/1/2007,18,9.8,82,8.1,11,1019.7,0
16/1/2007,19,9.8,81,7.6,15,1019.9,0
16/1/2007,20,9.6,82,7.9,11,1019.8,0
16/1/2007,21,9.5,83,7.2,15,1020.0,0
16/1/2007,22,9.5,85,7.8,11,1019.7,0
16/1/2007,23,9.6,85,7.3,15,1019.6,0
17/1/2007,0,9.3,90,7,15,1019.6,0.2
17/1/2007,1,9.6,90,7.3,15,1019.5,0
17/1/2007,2,10.0,91,8.4,11,1019.3,0
17/1/2007,3,10.3,89,8.7,11,1019.2,0
17/1/2007,4,10.5,89,8.4,15,1019,0
17/1/2007,5,10.5,89,8,19,1018.1,0
17/1/2007,6,10.7,88,8.2,19,1018.4,0
17/1/2007,7,10.7,87,8.7,15,1018.2,0
17/1/2007,8,11,86,9,15,1017.9,0
17/1/2007,9,11.3,85,9.1,18,1017.7,0
17/1/2007,10,11.6,83,9.1,22,1017.5,0
17/1/2007,11,11.9,81,9.7,19,1017.6,0
17/1/2007,12,12.3,79,9.7,26,1016.7,0
17/1/2007,13,12.8,78,10.3,26,1015.6,0
17/1/2007,14,12.8,78,10.3,26,1015.0,0
17/1/2007,15,13.1,77,10.7,26,1014.2,0
17/1/2007,16,12.3,85,9.4,30,1014.4,0.2
17/1/2007,17,12.2,85,9.9,22,1014.2,0
17/1/2007,18,12.2,85,9.6,26,1014.1,0.4
17/1/2007,19,12.0,88,9.6,22,1014.2,0.2
17/1/2007,20,11.7,90,9.2,22,1014.0,0.8
17/1/2007,21,12,89,9.3,26,1013.6,0.6
17/1/2007,22,11.9,91,9.5,22,1013.1,0.4
17/1/2007,23,11.7,91,9.2,22,1012.5,1
18/1/2007,0,11.7,91,9.2,22,1011.3,2
18/1/2007,1,12.0,92,9,30,1010.5,0.4
18/1/2007,2,12.5,91,9.9,26,1010.2,0.4
18/1/2007,3,12.5,90,9.9,26,1009,0
18/1/2007,4,13,87,10.6,26,1008.6,0.2
18/1/2007,5,13.1,89,11,22,1008.6,0.6
18/1/2007,6,13.3,88,11,26,1007.2,0
18/1/2007,7,13.7,85,11.2,30,1006.8,0.2
18/1/2007,8,14.0,81,11.6,30,1006.6,0
18/1/2007,9,14.1,79,11.8,30,1006.1,0.2
18/1/2007,10,13.9,79,11.5,30,1006.4,0
18/1/2007,11,13.8,79,11.4,30,1006.7,0
18/1/2007,12,14.2,77,11.9,30,1005.8,0
18/1/2007,13,14.8,74,12.7,30,1005.5,0
